0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
0.7442825,0.14912923,0.873773,0.36699027,0.26088795,0.1084453,0.9462848,0.5973309,0.79151356,0.018004926,0.0,0.0,1.0,0.0,8.809897
0.42277732,0.15187332,0.37875652,0.37225273,0.13140067,0.50037986,0.26823103,0.70476025,0.6517186,0.93804497,1.0,0.0,0.0,0.0,9.7764
0.2377219,0.05303785,0.75831443,0.975194,0.8796224,0.37525895,0.5067015,0.8042133,0.2171563,0.0019546296,0.0,0.0,0.0,0.0,7.610527
0.6470339,0.8528651,0.6167181,0.7753075,0.6338939,0.5611643,0.4751015,0.9811888,0.9855288,0.29848036,0.0,0.0,0.0,1.0,7.993673
0.914616,0.14325888,0.3472395,0.5383666,0.88472754,0.18755026,0.20304851,0.73694766,0.1861065,0.31821004,1.0,1.0,0.0,0.0,8.205333
0.6723493,0.462714,0.533678,0.17336248,0.5769931,0.5231637,0.019873783,0.80386966,0.13992344,0.5938634,1.0,0.0,0.0,0.0,8.340351
0.23328829,0.9121693,0.8167969,0.54078364,0.21300483,0.49649596,0.84112966,0.7610528,0.79004025,0.087247595,0.0,0.0,0.0,0.0,7.730686
0.8186904,0.16704792,0.8690388,0.5360847,0.49778515,0.502237,0.1762212,0.91838527,0.07707984,0.41122186,0.0,1.0,0.0,0.0,7.7954593
0.7913413,0.9779437,0.3148451,0.58112293,0.2521704,0.26215723,0.9023188,0.8381024,0.91277754,0.6375505,1.0,0.0,0.0,0.0,14.794376
0.5419726,0.021060059,0.16892432,0.08431981,0.7224736,0.56152236,0.061601598,0.053217497,0.38520154,0.6493218,0.0,0.0,1.0,0.0,8.058628
0.84405017,0.875722,0.19051182,0.03509074,0.5993799,0.3100132,0.61467737,0.8917971,0.92058146,0.5106575,0.0,1.0,0.0,0.0,12.52624
0.40901342,0.34929788,0.23368318,0.24209821,0.59757704,0.5923829,0.4226565,0.54863167,0.13992798,0.733978,0.0,1.0,0.0,0.0,8.249919
0.5589983,0.07067783,0.84492815,0.49980325,0.028575508,0.76092046,0.8214453,0.60804933,0.5565023,0.38660008,1.0,1.0,0.0,0.0,10.025757
0.48846817,0.6177168,0.22605518,0.2982381,0.45846885,0.91763014,0.98315233,0.18254147,0.69677335,0.3570544,1.0,0.0,0.0,0.0,12.467964
0.523524,0.7582816,0.43099338,0.06440024,0.12690859,0.90214837,0.97305006,0.980127,0.3819722,0.089866795,1.0,1.0,0.0,0.0,14.9516115
0.8961075,0.47254387,0.005932062,0.18526244,0.017372627,0.88327116,0.7841252,0.9550835,0.085816905,0.34764913,1.0,1.0,0.0,0.0,14.735194
0.49230307,0.95646393,0.027608586,0.67257416,0.9067569,0.55554414,0.328381,0.83286357,0.29649,0.09520318,0.0,0.0,1.0,0.0,7.4176087
0.10036344,0.8428324,0.49541765,0.17659412,0.6276919,0.45853776,0.18465276,0.53290683,0.17414074,0.16038562,0.0,0.0,0.0,1.0,7.5984664
0.6805565,0.02637732,0.64896166,0.8868807,0.39951438,0.093888916,0.58442956,0.761016,0.85354793,0.25890413,0.0,1.0,0.0,0.0,8.633204
0.22425154,0.004131348,0.5398399,0.98004466,0.27161035,0.3989909,0.69551456,0.5772966,0.5527559,0.45675576,0.0,0.0,1.0,0.0,7.73215
0.46963388,0.2161569,0.4704386,0.6187369,0.31316864,0.3832295,0.9067545,0.25404397,0.12797455,0.74106055,1.0,0.0,0.0,0.0,8.268381
